id	UnitId	等级	升级经验	生命	力量	防御	命中	闪避	暴击	抗暴
10030282	1003	282	514084838	44303	7616	2673	10198	2374	3311	10198
10030283	1003	283	514084838	44507	7651	2685	10245	2385	3326	10245
10030284	1003	284	514084838	44711	7686	2697	10292	2396	3341	10292
10030285	1003	285	514084838	44915	7721	2709	10339	2407	3356	10339
10030286	1003	286	514084838	45119	7756	2721	10386	2418	3371	10386
10030287	1003	287	514084838	45323	7791	2733	10433	2429	3386	10433
10030288	1003	288	514084838	45527	7826	2745	10480	2440	3401	10480
10030289	1003	289	514084838	45731	7861	2757	10527	2451	3416	10527
10030290	1003	290	514084838	45935	7896	2769	10574	2462	3431	10574
10030291	1003	291	514084838	46139	7931	2781	10621	2473	3446	10621
10030292	1003	292	514084838	46343	7966	2793	10668	2484	3461	10668
10030293	1003	293	514084838	46547	8001	2805	10715	2495	3476	10715
10030294	1003	294	514084838	46751	8036	2817	10762	2506	3491	10762
10030295	1003	295	514084838	46955	8071	2829	10809	2517	3506	10809
10030296	1003	296	514084838	47159	8106	2841	10856	2528	3521	10856
10030297	1003	297	514084838	47363	8141	2853	10903	2539	3536	10903
10030298	1003	298	514084838	47567	8176	2865	10950	2550	3551	10950
10030299	1003	299	514084838	47771	8211	2877	10997	2561	3566	10997
10030300	1003	300	514084838	47975	8246	2889	11044	2572	3581	11044
