id	UnitId	等级	生命	生命	升级经验	力量	敏捷	智力	意志	幸运
10030261	1003	261	40019	4002 	514084838	6881	2421	9211	2143	2996
10030262	1003	262	40223	4022 	514084838	6916	2433	9258	2154	3011
10030263	1003	263	40427	4043 	514084838	6951	2445	9305	2165	3026
10030264	1003	264	40631	4063 	514084838	6986	2457	9352	2176	3041
10030265	1003	265	40835	4084 	514084838	7021	2469	9399	2187	3056
10030266	1003	266	41039	4104 	514084838	7056	2481	9446	2198	3071
10030267	1003	267	41243	4124 	514084838	7091	2493	9493	2209	3086
10030268	1003	268	41447	4145 	514084838	7126	2505	9540	2220	3101
10030269	1003	269	41651	4165 	514084838	7161	2517	9587	2231	3116
10030270	1003	270	41855	4186 	514084838	7196	2529	9634	2242	3131
10030271	1003	271	42059	4206 	514084838	7231	2541	9681	2253	3146
10030272	1003	272	42263	4226 	514084838	7266	2553	9728	2264	3161
10030273	1003	273	42467	4247 	514084838	7301	2565	9775	2275	3176
10030274	1003	274	42671	4267 	514084838	7336	2577	9822	2286	3191
10030275	1003	275	42875	4288 	514084838	7371	2589	9869	2297	3206
10030276	1003	276	43079	4308 	514084838	7406	2601	9916	2308	3221
10030277	1003	277	43283	4328 	514084838	7441	2613	9963	2319	3236
10030278	1003	278	43487	4349 	514084838	7476	2625	10010	2330	3251
10030279	1003	279	43691	4369 	514084838	7511	2637	10057	2341	3266
10030280	1003	280	43895	4390 	514084838	7546	2649	10104	2352	3281
10030281	1003	281	44099	4410 	514084838	7581	2661	10151	2363	3296
10030282	1003	282	44303	4430 	514084838	7616	2673	10198	2374	3311
10030283	1003	283	44507	4451 	514084838	7651	2685	10245	2385	3326
10030284	1003	284	44711	4471 	514084838	7686	2697	10292	2396	3341
10030285	1003	285	44915	4492 	514084838	7721	2709	10339	2407	3356
10030286	1003	286	45119	4512 	514084838	7756	2721	10386	2418	3371
10030287	1003	287	45323	4532 	514084838	7791	2733	10433	2429	3386
10030288	1003	288	45527	4553 	514084838	7826	2745	10480	2440	3401
10030289	1003	289	45731	4573 	514084838	7861	2757	10527	2451	3416
10030290	1003	290	45935	4594 	514084838	7896	2769	10574	2462	3431
10030291	1003	291	46139	4614 	514084838	7931	2781	10621	2473	3446
10030292	1003	292	46343	4634 	514084838	7966	2793	10668	2484	3461
10030293	1003	293	46547	4655 	514084838	8001	2805	10715	2495	3476
10030294	1003	294	46751	4675 	514084838	8036	2817	10762	2506	3491
10030295	1003	295	46955	4696 	514084838	8071	2829	10809	2517	3506
10030296	1003	296	47159	4716 	514084838	8106	2841	10856	2528	3521
10030297	1003	297	47363	4736 	514084838	8141	2853	10903	2539	3536
10030298	1003	298	47567	4757 	514084838	8176	2865	10950	2550	3551
10030299	1003	299	47771	4777 	514084838	8211	2877	10997	2561	3566
10030300	1003	300	47975	4798 	514084838	8246	2889	11044	2572	3581
